band_hw,Re,Sh_minus_2_over_Sc13,col_px,row_px,shape_fitted,fit_score
14,118.0837,14.42,978.48,756.81,diamond,0.936
14,122.5284,21.8168,984.95,696.26,tri_up,0.886
14,128.3027,24.0285,993.0,682.15,wide_dia,0.827
14,129.5035,16.9556,994.63,733.16,square,0.704
14,132.0651,15.1296,998.05,749.84,tri_up,0.892
14,139.655,26.9099,1007.83,665.62,hexag,0.971
14,141.3328,17.2709,1009.91,730.51,circle,0.733
14,154.0856,18.1894,1025.02,722.97,hexag,0.93
14,166.7427,20.4416,1038.83,705.93,wide_dia,0.865
14,166.9559,25.5598,1039.05,673.24,tri_down,0.911
14,170.8312,18.3379,1043.06,721.84,square,0.837
14,175.886,16.5843,1048.16,736.56,diamond,0.842
14,193.9351,30.2625,1065.24,648.61,circle,0.924
14,203.9475,23.1519,1074.05,687.82,circle,0.887
14,213.4627,33.2609,1082.02,634.83,tri_down,0.833
14,232.1712,23.5729,1096.71,685.25,circle,0.942
14,234.5167,35.1508,1098.47,626.79,hexag,0.852
14,252.976,26.0873,1111.72,670.46,circle,0.98
14,259.7674,35.5955,1116.35,625.0,square,0.859
14,264.0827,22.6773,1119.23,690.98,tri_down,0.857
14,372.5749,44.5433,1179.42,592.36,circle,0.924
14,395.8166,32.0607,1190.0,640.51,square,0.812
14,406.7934,46.6965,1194.79,585.49,tri_down,0.87
14,439.0668,48.3564,1208.14,580.41,tri_down,0.878
14,500.4154,52.4835,1231.01,568.49,hexag,0.959
14,520.1403,42.5823,1237.77,599.1,tri_down,0.835
14,613.5445,45.14,1266.65,590.64,square,0.806
14,638.7761,59.427,1273.7,550.42,hexag,0.888
14,736.7416,48.5859,1298.65,579.96,square,0.863
14,834.1441,49.7826,1320.36,576.46,diamond,0.814
14,909.6062,57.1464,1335.51,556.3,tri_down,0.971
14,969.6434,59.1004,1346.69,551.41,tri_up,0.81
14,1043.3989,57.7399,1359.51,554.86,square,0.832
14,1136.3323,82.2341,1374.43,503.13,circle,0.963
14,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
14,1293.3799,88.9354,1397.07,491.72,circle,0.923
14,1317.6925,74.137,1400.32,518.37,circle,0.919
14,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
